Rule,Severity,Title,File,Line,Category,Affected Endpoint,Auto-Fixed
D1-002,MEDIUM,Long method — validateKType() is 40 lines,HealthResource.java,641,D1,,NO
D1-002,MEDIUM,Long method — validateFName() is 40 lines,HealthResource.java,694,D1,,NO
D7-001,LOW,Deprecated API — Date used in HealthResource,HealthResource.java,464,D7,,NO
D1-002,MEDIUM,Long method — getVins() is 179 lines,VehicleIdentificationNumberResource.java,112,D1,,NO
D1-003,LOW,Too many params — getVins() has 21 parameters,VehicleIdentificationNumberResource.java,112,D1,,NO
D1-004,LOW,Magic number 408 in getVins(),VehicleIdentificationNumberResource.java,243,D1,,NO
D1-002,MEDIUM,Long method — idToCheckValue() is 50 lines,VehicleIdentificationNumberResource.java,300,D1,,NO
D1-002,MEDIUM,Long method — getSagaiWarrantyContracts() is 59 lines,VehicleIdentificationNumberResource.java,469,D1,,NO
D1-003,LOW,Too many params — getSagaiWarrantyContracts() has 6 parameters,VehicleIdentificationNumberResource.java,469,D1,,NO
D1-002,MEDIUM,Long method — idToCheckValueForNewFlow() is 64 lines,VehicleIdentificationNumberResource.java,596,D1,,NO
D1-004,LOW,Magic number 408 in idToCheckValueForNewFlow(),VehicleIdentificationNumberResource.java,636,D1,,NO
D1-004,LOW,Magic number 406 in idToCheckValueForNewFlow(),VehicleIdentificationNumberResource.java,638,D1,,NO
D1-004,LOW,Magic number 406 in idToCheckValueForNewFlow(),VehicleIdentificationNumberResource.java,640,D1,,NO
D1-002,MEDIUM,Long method — doProcess() is 61 lines,ProcessIN02.java,36,D1,,NO
D3-001,MEDIUM,String concat in loop — doProcess(),ProcessIN02.java,46,D3,,NO
D1-002,MEDIUM,Long method — doProcess() is 38 lines,ProcessIN07.java,37,D1,,NO
D1-002,MEDIUM,Long method — getDetailMO() is 31 lines,ProcessIN07.java,83,D1,,NO
D1-002,MEDIUM,Long method — getDetailPR() is 38 lines,ProcessIN07.java,122,D1,,NO
D1-002,MEDIUM,Long method — doProcessVinVe01() is 122 lines,ProcessVe01.java,27,D1,,NO
D1-002,MEDIUM,Long method — callSagai() is 66 lines,SagaiMain.java,79,D1,,NO
D1-002,MEDIUM,Long method — callSagaiForDidc() is 38 lines,SagaiMain.java,167,D1,,NO
D1-002,MEDIUM,Long method — getHttpPostEntity() is 53 lines,SagaiMain.java,226,D1,,NO
D1-004,LOW,Magic number 3 in getHttpPostEntity(),SagaiMain.java,258,D1,,NO
D1-004,LOW,Magic number 3 in getHttpPostEntity(),SagaiMain.java,260,D1,,NO
D1-004,LOW,Magic number 9 in getHttpPostEntity(),SagaiMain.java,260,D1,,NO
D1-004,LOW,Magic number 9 in getHttpPostEntity(),SagaiMain.java,262,D1,,NO
D1-004,LOW,Magic number 17 in getHttpPostEntity(),SagaiMain.java,262,D1,,NO
D8-001,HIGH,Potential resource leak — Connection in callSagai(),SagaiMain.java,79,D8,,YES
D1-002,MEDIUM,Long method — getResponsefromSagai() is 40 lines,SagaiServiceCall.java,76,D1,,NO
