Rule,Severity,Title,File,Line,Category,Affected Endpoint,Auto-Fixed
D1-002,MEDIUM,Long method — callToV360() is 37 lines,V360ServiceImpl.java,216,D1,,NO
D8-001,HIGH,Potential resource leak — Connection in getV360Response(),V360ServiceImpl.java,90,D8,,YES
D1-002,MEDIUM,Long method — validateCustAtReqParameters() is 82 lines,ValidatorImpl.java,68,D1,,NO
D1-003,LOW,Too many params — returnErrorResponse() has 8 parameters,ValidatorImpl.java,155,D1,,NO
D1-003,LOW,Too many params — errorLoggedResponse() has 8 parameters,ValidatorImpl.java,173,D1,,NO
D1-003,LOW,Too many params — createErrorFormat() has 8 parameters,ValidatorImpl.java,190,D1,,NO
D1-002,MEDIUM,Long method — validateMaintenancePlanUIParams() is 52 lines,ValidatorImpl.java,223,D1,,NO
D1-002,MEDIUM,Long method — validateV360Params() is 40 lines,ValidatorImpl.java,281,D1,,NO
D1-002,MEDIUM,Long method — validateVehicleSearchParams() is 31 lines,ValidatorImpl.java,358,D1,,NO
D1-002,MEDIUM,Long method — validateLanguageParam() is 47 lines,ValidatorImpl.java,419,D1,,NO
D1-002,MEDIUM,Long method — transformIntoJsonResponse() is 49 lines,VehicleInformationServiceImpl.java,176,D1,,NO
D1-002,MEDIUM,Long method — getCinResponse() is 110 lines,VehicleInformationServiceImpl.java,233,D1,,NO
D1-002,MEDIUM,Long method — getDimboDetailsByVin() is 89 lines,VehicleInformationServiceImpl.java,364,D1,,NO
D1-002,MEDIUM,Long method — getCinEsigiResponse() is 95 lines,VehicleInformationServiceImpl.java,532,D1,,NO
D7-001,LOW,Deprecated API — Date used in VehicleInformationServiceImpl,VehicleInformationServiceImpl.java,349,D7,,NO
D1-003,LOW,Too many params — returnErrorResponse() has 8 parameters,Validator.java,47,D1,,NO
D1-003,LOW,Too many params — errorLoggedResponse() has 8 parameters,Validator.java,63,D1,,NO
D1-001,MEDIUM,God class — 52 methods in AuthPayloadResponse,AuthPayloadResponse.java,0,D1,,NO
D1-002,MEDIUM,Long method — parseRFC3339Date() is 42 lines,DateFormatUtility.java,41,D1,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,41,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,42,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,92,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,93,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,112,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,113,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,148,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,149,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,161,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,162,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,174,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,175,D7,,NO
D7-001,LOW,Deprecated API — Date used in DateFormatUtility,DateFormatUtility.java,192,D7,,NO
D1-002,MEDIUM,Long method — validateHeaderToken() is 32 lines,DimboUtils.java,101,D1,,NO
D11-001,CRITICAL,Hardcoded credential — ISSUE_MSG_TOKEN_VERIFICATION_FAILED in ErrorMessageConstants,ErrorMessageConstants.java,31,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ISSUE_MSG_EXCEPTION_VERIFYING_TOKEN in ErrorMessageConstants,ErrorMessageConstants.java,34,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ISSUE_MSG_TOKEN_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,76,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ISSUE_MSG_TOKEN_RRDI_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,79,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ISSUE_MSG_TOKEN_USER_NAME_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,82,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ISSUE_MSG_TOKEN_USER_COUNTRY_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,85,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ISSUE_MSG_TOKEN_POS_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,88,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_EXCEPTION_VERIFYING_TOKEN in ErrorMessageConstants,ErrorMessageConstants.java,103,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_VIN_IS_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,161,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_USERID_IS_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,164,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_SOURCE_APPLICATION_IS_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,167,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_LANGUAGE_IS_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,170,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_NOT_VALID in ErrorMessageConstants,ErrorMessageConstants.java,188,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_IS_EXPIRED in ErrorMessageConstants,ErrorMessageConstants.java,191,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,194,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_RRDI_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,197,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_LOCALE_IS_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,200,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_USER_NAME_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,203,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_USER_COUNTRY_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,206,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_POS_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,209,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_VERIFICATION_FAILED in ErrorMessageConstants,ErrorMessageConstants.java,338,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_REPAIRER_COUNTRY_INVALID in ErrorMessageConstants,ErrorMessageConstants.java,343,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_USER_COUNTRY_INVALID in ErrorMessageConstants,ErrorMessageConstants.java,345,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_TOKEN_LOCALE_INVALID in ErrorMessageConstants,ErrorMessageConstants.java,347,D11,,YES
D11-001,CRITICAL,Hardcoded credential — ERR_MSG_AUTH_TOKEN_MISSING in ErrorMessageConstants,ErrorMessageConstants.java,357,D11,,YES
D1-001,MEDIUM,God class — 30 methods in TiAuthPayloadResponse,TiAuthPayloadResponse.java,0,D1,,NO
D1-002,MEDIUM,Long method — updateRegistrationIdMileage() is 33 lines,BookletDataDetailsRepositoryImpl.java,196,D1,,NO
D6-001,CRITICAL,SQL INJECTION — string concatenation in getBookletDetailsByVin(),BookletDataDetailsRepositoryImpl.java,73,D6,,YES
D6-001,CRITICAL,SQL INJECTION — string concatenation in updateRegistrationIdMileage(),BookletDataDetailsRepositoryImpl.java,196,D6,,YES
D1-002,MEDIUM,Long method — getBooklet() is 37 lines,ServiceHistoryJpaRepository.java,173,D1,,NO
D1-002,MEDIUM,Long method — validateToken() is 50 lines,AuthenticationResource.java,88,D1,,NO
D1-002,MEDIUM,Long method — checkMandatoryParametersForCentralUser() is 32 lines,AuthenticationResource.java,150,D1,,NO
D1-002,MEDIUM,Long method — checkMandatoryParameters() is 71 lines,AuthenticationResource.java,203,D1,,NO
D11-001,CRITICAL,Hardcoded credential — TOKEN in AuthenticationResource,AuthenticationResource.java,53,D11,,YES
D1-002,MEDIUM,Long method — getCustAtResponse() is 62 lines,CustomerAtResource.java,81,D1,,NO
D1-003,LOW,Too many params — getCustAtResponse() has 8 parameters,CustomerAtResource.java,81,D1,,NO
D1-002,MEDIUM,Long method — getDimbo() is 49 lines,DimboResource.java,109,D1,,NO
D1-002,MEDIUM,Long method — getDimboServices() is 45 lines,DimboResource.java,167,D1,,NO
D1-002,MEDIUM,Long method — getDimboServicesUsingVinAndCustId() is 31 lines,DimboResource.java,259,D1,,NO
D1-002,MEDIUM,Long method — checkManadatoryParameterToEnableEditButton() is 44 lines,DimboResource.java,385,D1,,NO
D1-002,MEDIUM,Long method — updateServiceHistoryMileage() is 34 lines,DimboResource.java,442,D1,,NO
D1-003,LOW,Too many params — updateServiceHistoryMileage() has 6 parameters,DimboResource.java,442,D1,,NO
D11-001,CRITICAL,Hardcoded credential — TOKEN in DimboResource,DimboResource.java,59,D11,,YES
D1-002,MEDIUM,Long method — getOVHealth() is 38 lines,HealthResource.java,64,D1,,NO
D1-002,MEDIUM,Long method — getCustAtHealth() is 41 lines,HealthResource.java,109,D1,,NO
D1-002,MEDIUM,Long method — getV360Health() is 35 lines,HealthResource.java,157,D1,,NO
D1-002,MEDIUM,Long method — getMaintenancePlanResponse() is 56 lines,MaintenancePlanResource.java,106,D1,,NO
D1-003,LOW,Too many params — getMaintenancePlanResponse() has 10 parameters,MaintenancePlanResource.java,106,D1,,NO
D1-004,LOW,Magic number 400 in getMaintenancePlanResponse(),MaintenancePlanResource.java,110,D1,,NO
D1-002,MEDIUM,Long method — getMaintainencePlanFromV360() is 55 lines,MaintenancePlanResource.java,177,D1,,NO
D1-003,LOW,Too many params — getMaintainencePlanFromV360() has 8 parameters,MaintenancePlanResource.java,177,D1,,NO
D1-004,LOW,Magic number 400 in getMaintainencePlanFromV360(),MaintenancePlanResource.java,182,D1,,NO
D1-002,MEDIUM,Long method — getCinConnection() is 34 lines,VehicleSearchResource.java,79,D1,,NO
D1-002,MEDIUM,Long method — getCinEsigiConnection() is 36 lines,VehicleSearchResource.java,172,D1,,NO
D7-001,LOW,Deprecated API — Date used in JobExecutionCleanup,JobExecutionCleanup.java,61,D7,,NO
D7-001,LOW,Deprecated API — Date used in JobExecutionCleanup,JobExecutionCleanup.java,61,D7,,NO
D8-001,HIGH,Potential resource leak — ResultSet in mapRow(),BcfFormRowMapper.java,32,D8,,YES
D8-001,HIGH,Potential resource leak — PreparedStatement in setValues(),LastTransferTimestampPreparedStatementSettter.java,37,D8,,YES
D7-001,LOW,Deprecated API — Date used in BcfFormFlatFileWriterAC,BcfFormFlatFileWriterAC.java,66,D7,,NO
D8-001,HIGH,Potential resource leak — BufferedWriter in beforeStep(),BcfFormFlatFileWriterAC.java,63,D8,,YES
D8-001,HIGH,Potential resource leak — FileWriter in beforeStep(),BcfFormFlatFileWriterAC.java,63,D8,,YES
D7-001,LOW,Deprecated API — Date used in BcfFormFlatFileWriterAP,BcfFormFlatFileWriterAP.java,66,D7,,NO
D8-001,HIGH,Potential resource leak — BufferedWriter in beforeStep(),BcfFormFlatFileWriterAP.java,63,D8,,YES
D8-001,HIGH,Potential resource leak — FileWriter in beforeStep(),BcfFormFlatFileWriterAP.java,63,D8,,YES
D7-001,LOW,Deprecated API — Date used in BcfFormFlatFileWriterDS,BcfFormFlatFileWriterDS.java,66,D7,,NO
D8-001,HIGH,Potential resource leak — BufferedWriter in beforeStep(),BcfFormFlatFileWriterDS.java,63,D8,,YES
D8-001,HIGH,Potential resource leak — FileWriter in beforeStep(),BcfFormFlatFileWriterDS.java,63,D8,,YES
D7-001,LOW,Deprecated API — Date used in BcfFormFlatFileWriterOV,BcfFormFlatFileWriterOV.java,66,D7,,NO
D8-001,HIGH,Potential resource leak — BufferedWriter in beforeStep(),BcfFormFlatFileWriterOV.java,63,D8,,YES
D8-001,HIGH,Potential resource leak — FileWriter in beforeStep(),BcfFormFlatFileWriterOV.java,63,D8,,YES
D6-001,CRITICAL,SQL INJECTION — string concatenation in updateTransmission(),BcfFormWriterUtil.java,66,D6,,YES
D8-001,HIGH,Potential resource leak — BufferedWriter in writeCsvLines(),BcfFormWriterUtil.java,36,D8,,YES
D1-004,LOW,Magic number 5 in maskToken(),OAuth2TokenValidationServiceImpl.java,69,D1,,NO
D1-004,LOW,Magic number 5 in maskToken(),OAuth2TokenValidationServiceImpl.java,69,D1,,NO
D1-002,MEDIUM,Long method — getAccessTokenFromIDP() is 45 lines,OAuth2TokenValidationServiceImpl.java,77,D1,,NO
D11-001,CRITICAL,Hardcoded credential — ACCESS_TOKEN in AppConstants,AppConstants.java,54,D11,,YES
D11-001,CRITICAL,Hardcoded credential — TOKEN in AppConstants,AppConstants.java,75,D11,,YES
D11-001,CRITICAL,Hardcoded credential — TOKEN_EXPIRED_FOR_USERID in AppConstants,AppConstants.java,81,D11,,YES
D7-001,LOW,Deprecated API — Date used in SnowflakeJobCleanup,SnowflakeJobCleanup.java,53,D7,,NO
D7-001,LOW,Deprecated API — Date used in SnowflakeJobCleanup,SnowflakeJobCleanup.java,53,D7,,NO
D8-001,HIGH,Potential resource leak — ResultSet in mapRow(),BcfFormRowMapper.java,17,D8,,YES
D7-001,LOW,Deprecated API — Date used in SnowflakeFlatFileWriter,SnowflakeFlatFileWriter.java,44,D7,,NO
D8-001,HIGH,Potential resource leak — BufferedWriter in beforeStep(),SnowflakeFlatFileWriter.java,41,D8,,YES
D8-001,HIGH,Potential resource leak — FileWriter in beforeStep(),SnowflakeFlatFileWriter.java,41,D8,,YES
D6-001,CRITICAL,SQL INJECTION — string concatenation in updateTransmission(),SnowflakeWriterUtil.java,63,D6,,YES
D8-001,HIGH,Potential resource leak — BufferedWriter in writeCsvLines(),SnowflakeWriterUtil.java,33,D8,,YES
